,Gene,Ensembl,RNA tissue specificity,RNA tissue distribution,RNA tissue specificity score,RNA tissue specific nTPM,RNA single cell type specificity,RNA single cell type distribution,RNA single cell type specificity score,RNA single cell type specific nTPM,RNA single nuclei brain specificity,RNA single nuclei brain distribution,RNA single nuclei brain specificity score,RNA single nuclei brain specific nTPM,TAU score - Tissue,TAU score - Blood,TAU score - Brain,TAU score - Single Cell Type,TAU score - Single nuclei brain
0,ZNF226,ENSG00000167380,Low tissue specificity,Detected in all,,,Low cell type specificity,Detected in all,,,Low cell type specificity,Detected in all,,,0.24,0.25,0.06,0.27,0.20
0,ZNF227,ENSG00000131115,Low tissue specificity,Detected in all,,,Cell type enhanced,Detected in many,,"{'Early spermatids': '25.6', 'Late spermatids': '29.0', 'Oocytes': '29.4'}",Low cell type specificity,Detected in all,,,0.28,0.23,0.10,0.49,0.23
0,ZNF229,ENSG00000278318,Low tissue specificity,Detected in many,,,Cell type enhanced,Detected in many,,{'Oligodendrocyte precursor cells': '7.1'},Low cell type specificity,Detected in many,,,0.59,0.92,0.13,0.66,0.31
0,ZNF23,ENSG00000167377,Low tissue specificity,Detected in all,,,Cell type enhanced,Detected in some,,"{'Astrocytes': '14.2', 'Excitatory neurons': '9.6', 'Inhibitory neurons': '10.7', 'Microglial cells': '6.3', 'Oligodendrocyte precursor cells': '12.3', 'Oligodendrocytes': '14.9'}",Low cell type specificity,Detected in all,,,0.32,0.35,0.10,0.80,0.29
0,ZNF230,ENSG00000159882,Low tissue specificity,Detected in many,,,Low cell type specificity,Detected in many,,,Low cell type specificity,Detected in all,,,0.32,0.38,0.27,0.47,0.16
0,ZNF232,ENSG00000167840,Low tissue specificity,Detected in many,,,Cell type enhanced,Detected in many,,{'Spermatocytes': '22.7'},Low cell type specificity,Detected in all,,,0.36,0.34,0.16,0.53,0.39
0,ZNF233,ENSG00000159915,Tissue enhanced,Detected in many,,{'testis': '14.2'},Group enriched,Detected in some,4,"{'Early spermatids': '53.0', 'Spermatocytes': '29.8'}",Low cell type specificity,Detected in all,,,0.70,0.48,0.04,0.86,0.24
0,ZNF234,ENSG00000263002,Low tissue specificity,Detected in many,,,Low cell type specificity,Detected in many,,,Low cell type specificity,Detected in all,,,0.21,0.29,0.10,0.45,0.26
0,ZNF235,ENSG00000159917,Low tissue specificity,Detected in many,,,Cell type enhanced,Detected in many,,{'Oligodendrocytes': '8.5'},Low cell type specificity,Detected in all,,,0.33,0.44,0.11,0.57,0.11
0,ZNF236,ENSG00000130856,Low tissue specificity,Detected in all,,,Low cell type specificity,Detected in many,,,Low cell type specificity,Detected in all,,,0.37,Not detected,0.07,0.37,0.10
0,ZNF239,ENSG00000196793,Low tissue specificity,Detected in many,,,Cell type enriched,Detected in many,4,{'Early spermatids': '63.2'},Low cell type specificity,Detected in many,,,0.41,0.67,0.08,0.82,0.25
0,ZNF24,ENSG00000172466,Low tissue specificity,Detected in all,,,Low cell type specificity,Detected in all,,,Low cell type specificity,Detected in all,,,0.14,0.14,0.12,0.23,0.18
0,ZNF248,ENSG00000198105,Low tissue specificity,Detected in many,,,Cell type enhanced,Detected in many,,"{'Astrocytes': '104.3', 'Excitatory neurons': '140.1', 'Inhibitory neurons': '129.5', 'Oligodendrocyte precursor cells': '95.3', 'Oligodendrocytes': '99.4'}",Low cell type specificity,Detected in all,,,0.34,0.37,0.12,0.54,0.10
0,ZNF25,ENSG00000175395,Low tissue specificity,Detected in all,,,Cell type enhanced,Detected in many,,"{'Excitatory neurons': '45.1', 'Inhibitory neurons': '42.7', 'Late spermatids': '44.5', 'Oligodendrocyte precursor cells': '35.8', 'Oligodendrocytes': '34.2'}",Low cell type specificity,Detected in all,,,0.36,0.52,0.17,0.52,0.13
0,ZNF250,ENSG00000196150,Low tissue specificity,Detected in all,,,Low cell type specificity,Detected in many,,,Low cell type specificity,Detected in all,,,0.25,0.25,0.20,0.46,0.14
0,ZNF251,ENSG00000198169,Low tissue specificity,Detected in all,,,Cell type enhanced,Detected in all,,"{'Excitatory neurons': '47.4', 'Inhibitory neurons': '48.1', 'Oligodendrocyte precursor cells': '35.4', 'Oligodendrocytes': '37.9'}",Low cell type specificity,Detected in all,,,0.26,0.42,0.17,0.53,0.08
0,ZNF253,ENSG00000256771,Low tissue specificity,Detected in all,,,Cell type enhanced,Detected in many,,{'Oligodendrocytes': '31.4'},Low cell type specificity,Detected in all,,,0.41,0.35,0.14,0.50,0.15
0,ZNF254,ENSG00000213096,Low tissue specificity,Detected in all,,,Cell type enhanced,Detected in all,,"{'Astrocytes': '108.1', 'Excitatory neurons': '75.9', 'Inhibitory neurons': '81.5', 'Oligodendrocyte precursor cells': '120.7', 'Oligodendrocytes': '100.0'}",Low cell type specificity,Detected in all,,,0.32,0.41,0.12,0.48,0.11
0,ZNF256,ENSG00000152454,Low tissue specificity,Detected in all,,,Cell type enriched,Detected in many,4,{'Oocytes': '36.8'},Low cell type specificity,Detected in many,,,0.38,0.29,0.22,0.71,0.28
0,ZNF257,ENSG00000197134,Low tissue specificity,Detected in many,,,Cell type enhanced,Detected in many,,"{'Distal tubular cells': '12.3', 'Spermatocytes': '19.1', 'Spermatogonia': '9.7'}",Low cell type specificity,Detected in many,,,0.59,0.48,0.12,0.70,0.45
0,ZNF26,ENSG00000198393,Low tissue specificity,Detected in some,,,Low cell type specificity,Detected in many,,,Low cell type specificity,Detected in all,,,0.37,0.34,0.07,0.34,0.11
0,ZNF260,ENSG00000254004,Low tissue specificity,Detected in all,,,Low cell type specificity,Detected in all,,,Low cell type specificity,Detected in all,,,0.28,0.40,0.08,0.38,0.15
0,ZNF263,ENSG00000006194,Low tissue specificity,Detected in all,,,Cell type enhanced,Detected in many,,{'Early spermatids': '69.4'},Low cell type specificity,Detected in all,,,0.14,0.34,0.09,0.47,0.23
0,ZNF264,ENSG00000083844,Low tissue specificity,Detected in all,,,Low cell type specificity,Detected in all,,,Low cell type specificity,Detected in all,,,0.22,0.38,0.07,0.26,0.07
0,ZNF266,ENSG00000174652,Low tissue specificity,Detected in all,,,Low cell type specificity,Detected in many,,,Low cell type specificity,Detected in all,,,0.26,0.28,0.12,0.40,0.24
0,ZNF267,ENSG00000185947,Low tissue specificity,Detected in all,,,Cell type enhanced,Detected in all,,"{'Langerhans cells': '151.2', 'Macrophages': '96.4', 'monocytes': '154.8'}",Cell type enhanced,Detected in all,,"{'central nervous system macrophage': '71.1', 'leukocyte': '56.2'}",0.43,0.32,0.28,0.48,0.48
0,ZNF268,ENSG00000090612,Low tissue specificity,Detected in all,,,Low cell type specificity,Detected in many,,,Low cell type specificity,Detected in all,,,0.24,0.27,0.08,0.31,0.15
0,ZNF273,ENSG00000198039,Tissue enhanced,Detected in some,,{'skin 1': '5.4'},Cell type enhanced,Detected in many,,"{'Ciliated cells': '45.7', 'Erythroid cells': '34.8', 'Excitatory neurons': '42.5', 'Inhibitory neurons': '49.0'}",Cell type enhanced,Detected in all,,{'ependymal cell': '329.2'},0.68,0.74,0.18,0.52,0.34
0,ZNF274,ENSG00000171606,Low tissue specificity,Detected in all,,,Cell type enhanced,Detected in all,,{'Rod photoreceptor cells': '70.1'},Low cell type specificity,Detected in all,,,0.20,0.22,0.16,0.39,0.35
0,ZNF275,ENSG00000063587,Tissue enhanced,Detected in all,,{'adrenal gland': '75.0'},Cell type enhanced,Detected in many,,"{'Granulosa cells': '68.4', 'Ovarian stromal cells': '38.7', 'Peritubular cells': '36.6'}",Low cell type specificity,Detected in all,,,0.51,0.38,0.08,0.56,0.27
0,ZNF276,ENSG00000158805,Low tissue specificity,Detected in all,,,Cell type enhanced,Detected in many,,{'NK-cells': '89.4'},Low cell type specificity,Detected in all,,,0.28,0.41,0.12,0.45,0.24
0,ZNF28,ENSG00000198538,Low tissue specificity,Detected in all,,,Low cell type specificity,Detected in many,,,Low cell type specificity,Detected in all,,,0.30,0.37,0.17,0.45,0.32
0,ZNF280A,ENSG00000169548,Tissue enriched,Detected in single,6,{'adrenal gland': '1.4'},Cell type enhanced,Detected in some,,"{'Melanocytes': '1.7', 'Spermatogonia': '1.0', 'Syncytiotrophoblasts': '4.7'}",Not detected,Not detected,,,0.98,Not detected,Not detected,0.98,Not detected
0,ZNF280B,ENSG00000275004,Tissue enriched,Detected in some,4,{'testis': '13.0'},Group enriched,Detected in many,6,"{'Early spermatids': '91.3', 'Late spermatids': '116.5', 'Oocytes': '44.8', 'Sertoli cells': '35.4', 'Spermatocytes': '118.4', 'Spermatogonia': '122.0'}",Low cell type specificity,Detected in many,,,0.80,0.47,0.20,0.77,0.21
0,ZNF280C,ENSG00000056277,Tissue enhanced,Detected in many,,{'testis': '9.1'},Cell type enhanced,Detected in many,,"{'Oligodendrocyte precursor cells': '18.9', 'Oocytes': '22.8', 'Spermatocytes': '31.5', 'Spermatogonia': '26.6'}",Low cell type specificity,Detected in all,,,0.58,0.34,0.10,0.63,0.15
0,ZNF280D,ENSG00000137871,Low tissue specificity,Detected in all,,,Cell type enhanced,Detected in all,,"{'Astrocytes': '167.5', 'Inhibitory neurons': '144.9', 'Oligodendrocyte precursor cells': '187.7', 'Oligodendrocytes': '273.0'}",Low cell type specificity,Detected in all,,,0.31,0.47,0.14,0.45,0.13
0,ZNF281,ENSG00000162702,Tissue enhanced,Detected in all,,{'bone marrow': '33.2'},Cell type enriched,Detected in all,5,{'monocytes': '338.2'},Low cell type specificity,Detected in all,,,0.46,0.35,0.20,0.48,0.27
0,ZNF282,ENSG00000170265,Low tissue specificity,Detected in all,,,Cell type enhanced,Detected in many,,"{'Early spermatids': '31.1', 'Late spermatids': '31.9'}",Low cell type specificity,Detected in all,,,0.19,0.57,0.08,0.44,0.13
0,ZNF283,ENSG00000167637,Low tissue specificity,Detected in many,,,Cell type enriched,Detected in many,4,{'Rod photoreceptor cells': '77.8'},Low cell type specificity,Detected in all,,,0.38,0.32,0.11,0.67,0.10
0,ZNF284,ENSG00000186026,Low tissue specificity,Detected in many,,,Cell type enhanced,Detected in many,,{'Paneth cells': '5.1'},Low cell type specificity,Detected in all,,,0.41,0.41,0.11,0.61,0.22
0,ZNF285,ENSG00000267508,Low tissue specificity,Detected in many,,,Cell type enhanced,Detected in many,,"{'Cone photoreceptor cells': '5.1', 'Excitatory neurons': '5.6', 'Oligodendrocytes': '5.5', 'Oocytes': '6.6'}",Low cell type specificity,Detected in all,,,0.50,0.71,0.11,0.71,0.22
0,ZNF286A,ENSG00000187607,Low tissue specificity,Detected in all,,,Cell type enhanced,Detected in many,,"{'Late spermatids': '14.5', 'Oligodendrocyte precursor cells': '16.5', 'Oligodendrocytes': '16.7'}",Cell type enhanced,Detected in some,,{'medium spiny neuron': '2.1'},0.23,0.33,0.10,0.57,0.72
0,ZNF287,ENSG00000141040,Low tissue specificity,Detected in many,,,Cell type enhanced,Detected in many,,{'Cardiomyocytes': '16.3'},Low cell type specificity,Detected in all,,,0.36,0.39,0.17,0.56,0.12
0,ZNF292,ENSG00000188994,Low tissue specificity,Detected in all,,,Low cell type specificity,Detected in all,,,Low cell type specificity,Detected in all,,,0.33,0.29,0.14,0.27,0.09
0,ZNF296,ENSG00000170684,Tissue enhanced,Detected in many,,{'esophagus': '7.8'},Cell type enhanced,Detected in many,,"{'B-cells': '49.0', 'Basal squamous epithelial cells': '84.0', 'Plasma cells': '39.4', 'Squamous epithelial cells': '103.8'}",Low cell type specificity,Detected in many,,,0.64,0.39,0.38,0.69,0.58
0,ZNF3,ENSG00000166526,Low tissue specificity,Detected in all,,,Low cell type specificity,Detected in many,,,Low cell type specificity,Detected in all,,,0.22,0.14,0.09,0.29,0.34
0,ZNF30,ENSG00000168661,Tissue enhanced,Detected in many,,"{'brain': '13.0', 'retina': '15.1'}",Cell type enhanced,Detected in many,,"{'Cone photoreceptor cells': '15.3', 'Excitatory neurons': '14.9', 'Inhibitory neurons': '12.6', 'Oligodendrocytes': '14.6', 'Rod photoreceptor cells': '11.8'}",Low cell type specificity,Detected in all,,,0.55,0.51,0.25,0.66,0.17
0,ZNF300,ENSG00000145908,Low tissue specificity,Detected in many,,,Cell type enhanced,Detected in many,,"{'Collecting duct cells': '9.7', 'Gastric mucus-secreting cells': '10.6'}",Low cell type specificity,Detected in many,,,0.37,0.81,0.19,0.58,0.51
0,ZNF302,ENSG00000089335,Low tissue specificity,Detected in all,,,Cell type enhanced,Detected in all,,{'Cardiomyocytes': '198.6'},Low cell type specificity,Detected in all,,,0.24,0.20,0.11,0.41,0.12
0,ZNF304,ENSG00000131845,Low tissue specificity,Detected in all,,,Low cell type specificity,Detected in many,,,Low cell type specificity,Detected in all,,,0.24,0.26,0.18,0.53,0.18
0,ZNF311,ENSG00000197935,Tissue enhanced,Detected in some,,{'testis': '2.4'},Cell type enhanced,Detected in some,,"{'Distal tubular cells': '3.1', 'Melanocytes': '3.4', 'Spermatocytes': '5.9'}",Low cell type specificity,Detected in many,,,0.68,Not detected,Not detected,0.78,0.52
0,ZNF316,ENSG00000205903,Low tissue specificity,Detected in all,,,Low cell type specificity,Detected in many,,,Low cell type specificity,Detected in all,,,0.18,Not detected,0.07,0.28,0.15
0,ZNF317,ENSG00000130803,Low tissue specificity,Detected in all,,,Low cell type specificity,Detected in many,,,Low cell type specificity,Detected in all,,,0.17,0.11,0.04,0.30,0.26
0,ZNF318,ENSG00000171467,Low tissue specificity,Detected in all,,,Cell type enhanced,Detected in many,,{'Spermatocytes': '82.7'},Low cell type specificity,Detected in all,,,0.30,0.77,0.14,0.49,0.12
0,ZNF319,ENSG00000166188,Low tissue specificity,Detected in all,,,Low cell type specificity,Detected in many,,,Low cell type specificity,Detected in many,,,0.37,0.56,0.05,0.52,0.46
0,ZNF32,ENSG00000169740,Low tissue specificity,Detected in all,,,Low cell type specificity,Detected in all,,,Low cell type specificity,Detected in all,,,0.18,0.22,0.05,0.27,0.20
0,ZNF320,ENSG00000182986,Low tissue specificity,Detected in all,,,Cell type enhanced,Detected in many,,{'Glandular and luminal cells': '37.6'},Low cell type specificity,Detected in all,,,0.20,0.41,0.08,0.46,0.11
0,ZNF322,ENSG00000181315,Low tissue specificity,Detected in all,,,Low cell type specificity,Detected in all,,,Low cell type specificity,Detected in all,,,0.18,0.27,0.08,0.27,0.27
0,ZNF324,ENSG00000083812,Low tissue specificity,Detected in all,,,Cell type enhanced,Detected in many,,"{'Bipolar cells': '35.0', 'Rod photoreceptor cells': '55.9'}",Low cell type specificity,Detected in all,,,0.27,0.29,0.11,0.53,0.19
0,ZNF324B,ENSG00000249471,Low tissue specificity,Detected in all,,,Cell type enhanced,Detected in many,,"{'Astrocytes': '8.7', 'Excitatory neurons': '9.2', 'Inhibitory neurons': '10.2', 'Oligodendrocytes': '8.8', 'Rod photoreceptor cells': '9.1'}",Low cell type specificity,Detected in all,,,0.21,0.79,0.10,0.63,0.31
0,ZNF326,ENSG00000162664,Tissue enhanced,Detected in all,,{'retina': '51.0'},Cell type enhanced,Detected in all,,"{'Cone photoreceptor cells': '217.5', 'Rod photoreceptor cells': '444.7'}",Low cell type specificity,Detected in all,,,0.41,0.37,0.10,0.39,0.14
0,ZNF329,ENSG00000181894,Low tissue specificity,Detected in all,,,Low cell type specificity,Detected in many,,,Low cell type specificity,Detected in all,,,0.25,0.34,0.08,0.51,0.10
0,ZNF331,ENSG00000130844,Tissue enhanced,Detected in all,,{'adrenal gland': '120.7'},Cell type enhanced,Detected in all,,"{'dendritic cells': '475.4', 'granulocytes': '876.5', 'Langerhans cells': '285.9', 'T-cells': '344.9'}",Group enriched,Detected in all,4,"{'central nervous system macrophage': '132.9', 'leukocyte': '167.2', 'vascular associated smooth muscle cell': '519.7'}",0.34,0.28,0.19,0.49,0.37
0,ZNF333,ENSG00000160961,Low tissue specificity,Detected in all,,,Low cell type specificity,Detected in many,,,Low cell type specificity,Detected in all,,,0.24,0.42,0.10,0.44,0.18
0,ZNF334,ENSG00000198185,Low tissue specificity,Detected in many,,,Cell type enhanced,Detected in many,,"{'Astrocytes': '40.9', 'Inhibitory neurons': '27.9', 'Oligodendrocyte precursor cells': '31.1'}",Low cell type specificity,Detected in all,,,0.37,0.89,0.12,0.66,0.24
0,ZNF335,ENSG00000198026,Low tissue specificity,Detected in all,,,Low cell type specificity,Detected in many,,,Low cell type specificity,Detected in all,,,0.26,0.38,0.12,0.35,0.14
0,ZNF337,ENSG00000130684,Tissue enhanced,Detected in all,,{'brain': '76.1'},Cell type enhanced,Detected in many,,"{'Excitatory neurons': '29.4', 'Inhibitory neurons': '25.7', 'Oligodendrocytes': '27.3'}",Low cell type specificity,Detected in all,,,0.36,0.37,0.15,0.49,0.13
0,ZNF33A,ENSG00000189180,Low tissue specificity,Detected in all,,,Low cell type specificity,Detected in all,,,Low cell type specificity,Detected in all,,,0.14,0.36,0.17,0.27,0.14
0,ZNF33B,ENSG00000196693,Low tissue specificity,Detected in all,,,Low cell type specificity,Detected in all,,,Low cell type specificity,Detected in all,,,0.33,0.21,0.17,0.29,0.16
0,ZNF34,ENSG00000196378,Low tissue specificity,Detected in all,,,Low cell type specificity,Detected in many,,,Low cell type specificity,Detected in all,,,0.33,0.31,0.17,0.44,0.18
0,ZNF341,ENSG00000131061,Low tissue specificity,Detected in many,,,Cell type enhanced,Detected in many,,{'Excitatory neurons': '11.0'},Low cell type specificity,Detected in all,,,0.46,0.37,0.15,0.60,0.21
0,ZNF343,ENSG00000088876,Low tissue specificity,Detected in all,,,Cell type enhanced,Detected in many,,"{'Excitatory neurons': '13.6', 'Inhibitory neurons': '13.6', 'Oligodendrocyte precursor cells': '12.7'}",Low cell type specificity,Detected in all,,,0.20,0.27,0.09,0.58,0.16
0,ZNF345,ENSG00000251247,Low tissue specificity,Detected in all,,,Group enriched,Detected in many,17,"{'Early spermatids': '199.6', 'Late spermatids': '397.8'}",Low cell type specificity,Detected in all,,,0.41,0.50,0.09,0.75,0.13
0,ZNF346,ENSG00000113761,Low tissue specificity,Detected in all,,,Low cell type specificity,Detected in many,,,Low cell type specificity,Detected in all,,,0.19,0.40,0.13,0.38,0.09
0,ZNF347,ENSG00000197937,Low tissue specificity,Detected in all,,,Low cell type specificity,Detected in many,,,Low cell type specificity,Detected in all,,,0.41,0.49,0.08,0.45,0.21
0,ZNF35,ENSG00000169981,Low tissue specificity,Detected in many,,,Cell type enhanced,Detected in many,,{'Spermatocytes': '27.0'},Low cell type specificity,Detected in all,,,0.36,0.49,0.08,0.55,0.11
0,ZNF350,ENSG00000256683,Low tissue specificity,Detected in all,,,Low cell type specificity,Detected in all,,,Low cell type specificity,Detected in all,,,0.38,0.33,0.10,0.35,0.19
0,ZNF354A,ENSG00000169131,Low tissue specificity,Detected in all,,,Low cell type specificity,Detected in all,,,Low cell type specificity,Detected in all,,,0.16,0.37,0.04,0.39,0.19
0,ZNF354B,ENSG00000178338,Low tissue specificity,Detected in all,,,Cell type enhanced,Detected in many,,{'Syncytiotrophoblasts': '37.5'},Low cell type specificity,Detected in all,,,0.19,0.36,0.13,0.56,0.14
0,ZNF354C,ENSG00000177932,Low tissue specificity,Detected in many,,,Cell type enhanced,Detected in many,,"{'Oligodendrocyte precursor cells': '16.5', 'Oligodendrocytes': '15.1'}",Low cell type specificity,Detected in all,,,0.34,Not detected,0.22,0.60,0.31
0,ZNF358,ENSG00000198816,Low tissue specificity,Detected in all,,,Cell type enhanced,Detected in many,,{'Cardiomyocytes': '91.2'},Low cell type specificity,Detected in all,,,0.25,0.68,0.07,0.40,0.28
0,ZNF362,ENSG00000160094,Low tissue specificity,Detected in all,,,Cell type enhanced,Detected in many,,{'Oocytes': '44.8'},Low cell type specificity,Detected in all,,,0.16,0.36,0.09,0.43,0.24
